Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,,reltarx,reltary,reltarz,relpenx,relpeny,relpenz,relcollx,relcolly,relcollz,,targetradius,,,,,,,,,,,,,,,,,
142,,-0.8380767,-0.007596254,-3.003706,-0.822362,-0.007596254,-3.013148,-0.8382084,-0.01096606,-2.979151,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0880767,-0.007596254,-0.153706,-0.072362,-0.007596254,-0.163148,-0.0882084,-0.01096606,-0.129151,,0.160402156,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
143,,-0.6636515,-0.007596254,-2.866668,-0.6655679,-0.007596254,-2.884901,-0.6799507,-0.01336193,-2.857038,SmallOverlap(Clone) (UnityEngine.GameObject),0.0863485,-0.007596254,-0.016668,0.0844321,-0.007596254,-0.034901,0.0700493,-0.01336193,-0.007038,,0.101948947,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
144,,-0.7027122,-0.01703721,-2.784918,-0.7180878,-0.01703721,-2.774933,-0.7114756,-0.01457453,-2.776694,SmallOverlap(Clone) (UnityEngine.GameObject),0.0472878,-0.01703721,0.065082,0.0319122,-0.01703721,0.075067,0.0385244,-0.01457453,0.073306,,0.159666472,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
145,,-0.718693,-0.007596254,-2.983387,-0.7364818,-0.007596254,-2.987822,-0.7125896,-0.005703926,-2.956386,SmallOverlap(Clone) (UnityEngine.GameObject),0.031307,-0.007596254,-0.133387,0.0135182,-0.007596254,-0.137822,0.0374104,-0.005703926,-0.106386,,0.10265399,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
146,,-0.8080966,-0.01703721,-2.79337,-0.821721,-0.01703721,-2.805637,-0.7997901,-0.01384902,-2.778622,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0580966,-0.01703721,0.05663,-0.071721,-0.01703721,0.044363,-0.0497901,-0.01384902,0.071378,,0.179948653,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
147,,-0.75,-0.03015381,-2.98737,-0.7316667,-0.03015381,-2.98737,-0.7516486,-0.02179503,-2.967416,SmallOverlap(Clone) (UnityEngine.GameObject),0,-0.03015381,-0.13737,0.0183333,-0.03015381,-0.13737,-0.0016486,-0.02179503,-0.117416,,0.142017413,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
148,,-0.7791108,-0.007596254,-2.984215,-0.7612474,-0.007596254,-2.98834,-0.7908629,-0.009699821,-2.977764,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0291108,-0.007596254,-0.134215,-0.0112474,-0.007596254,-0.13834,-0.0408629,-0.009699821,-0.127764,,0.12605786,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
149,,-0.8342451,-0.007596254,-2.879569,-0.8386803,-0.007596254,-2.86178,-0.824167,-0.01935172,-2.8571,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0842451,-0.007596254,-0.029569,-0.0886803,-0.007596254,-0.01178,-0.074167,-0.01935172,-0.0071,,0.159626623,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
150,,-0.7791108,-0.01703721,-2.732947,-0.7612473,-0.01703721,-2.728822,-0.7709348,-0.03697872,-2.728214,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0291108,-0.01703721,0.117053,-0.0112473,-0.01703721,0.121178,-0.0209348,-0.03697872,0.121786,,0.100378287,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
151,,-0.8755655,-0.007596254,-2.828047,-0.8800008,-0.007596254,-2.845836,-0.8639928,-0.02214193,-2.804255,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1255655,-0.007596254,0.021953,-0.1300008,-0.007596254,0.004164,-0.1139928,-0.02214193,0.045745,,0.118512737,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
152,,-0.6694981,-0.03015381,-2.891956,-0.6626303,-0.03015381,-2.874958,-0.6760359,-0.02073717,-2.878809,SmallOverlap(Clone) (UnityEngine.GameObject),0.0805019,-0.03015381,-0.041956,0.0873697,-0.03015381,-0.024958,0.0739641,-0.02073717,-0.028809,,0.080505242,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
153,,-0.9205935,-0.007596254,-2.871438,-0.9193146,-0.007596254,-2.889727,-0.9032893,-0.01370859,-2.852693,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1705935,-0.007596254,-0.021438,-0.1693146,-0.007596254,-0.039727,-0.1532893,-0.01370859,-0.002693,,0.167909691,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
154,,-0.6965457,-0.007596254,-2.791605,-0.6820989,-0.007596254,-2.802893,-0.7007176,-0.002251625,-2.773222,SmallOverlap(Clone) (UnityEngine.GameObject),0.0534543,-0.007596254,0.058395,0.0679011,-0.007596254,0.047107,0.0492824,-0.002251625,0.076778,,0.169935892,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
155,,-0.5833729,-0.01703721,-2.898714,-0.587497,-0.01703721,-2.916577,-0.6000985,-0.02361417,-2.879332,SmallOverlap(Clone) (UnityEngine.GameObject),0.1666271,-0.01703721,-0.048714,0.162503,-0.01703721,-0.066577,0.1499015,-0.02361417,-0.029332,,0.124926533,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
156,,-0.6327152,-0.01703721,-2.915083,-0.6404632,-0.01703721,-2.931699,-0.6452688,-0.01308727,-2.88907,SmallOverlap(Clone) (UnityEngine.GameObject),0.1172848,-0.01703721,-0.065083,0.1095368,-0.01703721,-0.081699,0.1047312,-0.01308727,-0.03907,,0.176728238,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
157,,-0.6212994,-0.007596254,-2.846937,-0.619383,-0.007596254,-2.86517,-0.6376213,-0.01334214,-2.83448,SmallOverlap(Clone) (UnityEngine.GameObject),0.1287006,-0.007596254,0.003063,0.130617,-0.007596254,-0.01517,0.1123787,-0.01334214,0.01552,,0.140704465,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
158,,-0.8022521,-0.01703721,-2.929887,-0.7876104,-0.01703721,-2.94092,-0.8015261,-0.01288152,-2.896173,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0522521,-0.01703721,-0.079887,-0.0376104,-0.01703721,-0.09092,-0.0515261,-0.01288152,-0.046173,,0.099952272,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
159,,-0.7203044,-0.03015381,-3.029583,-0.7022496,-0.03015381,-3.026399,-0.7292836,-0.03434896,-2.998236,SmallOverlap(Clone) (UnityEngine.GameObject),0.0296956,-0.03015381,-0.179583,0.0477504,-0.03015381,-0.176399,0.0207164,-0.03434896,-0.148236,,0.142717397,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
160,,-0.802845,-0.03015381,-2.698601,-0.785409,-0.03015381,-2.692936,-0.8004689,-0.03924465,-2.694633,SmallOverlap(Clone) (UnityEngine.GameObject),-0.052845,-0.03015381,0.151399,-0.035409,-0.03015381,0.157064,-0.0504689,-0.03924465,0.155367,,0.121415599,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
161,,-0.6640208,-0.007596254,-2.849314,-0.6665723,-0.007596254,-2.831159,-0.677567,-0.009408236,-2.838357,SmallOverlap(Clone) (UnityEngine.GameObject),0.0859792,-0.007596254,0.000686,0.0834277,-0.007596254,0.018841,0.072433,-0.009408236,0.011643,,0.076406178,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
162,,-0.671963,-0.03015381,-2.899526,-0.6799998,-0.03015381,-2.916003,-0.6842024,-0.02249265,-2.872567,SmallOverlap(Clone) (UnityEngine.GameObject),0.078037,-0.03015381,-0.049526,0.0700002,-0.03015381,-0.066003,0.0657976,-0.02249265,-0.022567,,0.084739177,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
163,,-0.7246151,-0.03015381,-2.944785,-0.7070829,-0.03015381,-2.939425,-0.7273654,-0.02227736,-2.929594,SmallOverlap(Clone) (UnityEngine.GameObject),0.0253849,-0.03015381,-0.094785,0.0429171,-0.03015381,-0.089425,0.0226346,-0.02227736,-0.079594,,0.1018999,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
164,,-0.8770853,-0.01703721,-2.976256,-0.8893527,-0.01703721,-2.962631,-0.8793135,-0.02975607,-2.95333,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1270853,-0.01703721,-0.126256,-0.1393527,-0.01703721,-0.112631,-0.1293135,-0.02975607,-0.10333,,0.164763908,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
165,,-0.781307,-0.01703721,-2.987472,-0.7990957,-0.01703721,-2.983037,-0.784644,-0.00770402,-2.975764,SmallOverlap(Clone) (UnityEngine.GameObject),-0.031307,-0.01703721,-0.137472,-0.0490957,-0.01703721,-0.133037,-0.034644,-0.00770402,-0.125764,,0.173514963,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
166,,-0.6480239,-0.03015381,-2.782308,-0.6593111,-0.03015381,-2.767861,-0.6546363,-0.03635454,-2.777503,SmallOverlap(Clone) (UnityEngine.GameObject),0.1019761,-0.03015381,0.067692,0.0906889,-0.03015381,0.082139,0.0953637,-0.03635454,0.072497,,0.083955809,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
167,,-0.8005643,-0.007596254,-2.743085,-0.7836884,-0.007596254,-2.735921,-0.8029061,-0.02415824,-2.737921,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0505643,-0.007596254,0.106915,-0.0336884,-0.007596254,0.114079,-0.0529061,-0.02415824,0.112079,,0.186250159,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
168,,-0.7605812,-0.03015381,-2.776109,-0.7423845,-0.03015381,-2.773874,-0.762343,-0.03170085,-2.765739,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0105812,-0.03015381,0.073891,0.0076155,-0.03015381,0.076126,-0.012343,-0.03170085,0.084261,,0.167750411,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
169,,-0.8980991,-0.03015381,-2.776849,-0.9072657,-0.03015381,-2.792726,-0.878846,-0.02987647,-2.755247,SmallOverlap(Clone) (UnityEngine.GameObject),-0.1480991,-0.03015381,0.073151,-0.1572657,-0.03015381,0.057274,-0.128846,-0.02987647,0.094753,,0.125418591,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
170,,-0.6553559,-0.03015381,-2.774238,-0.6428525,-0.03015381,-2.787646,-0.6570071,-0.02767658,-2.750517,SmallOverlap(Clone) (UnityEngine.GameObject),0.0946441,-0.03015381,0.075762,0.1071475,-0.03015381,0.062354,0.0929929,-0.02767658,0.099483,,0.18506344,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
171,,-0.5903484,-0.01703721,-2.923851,-0.5837783,-0.01703721,-2.906736,-0.603757,-0.007053375,-2.905768,SmallOverlap(Clone) (UnityEngine.GameObject),0.1596516,-0.01703721,-0.073851,0.1662217,-0.01703721,-0.056736,0.146243,-0.007053375,-0.055768,,0.175588761,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
172,,-0.7866935,-0.01703721,-2.941399,-0.8033091,-0.01703721,-2.933651,-0.785009,-0.03136826,-2.914075,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0366935,-0.01703721,-0.091399,-0.0533091,-0.01703721,-0.083651,-0.035009,-0.03136826,-0.064075,,0.185356869,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
173,,-0.7878357,-0.01703721,-2.986552,-0.8053679,-0.01703721,-2.981191,-0.7839977,-0.01335549,-2.953523,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0378357,-0.01703721,-0.136552,-0.0553679,-0.01703721,-0.131191,-0.0339977,-0.01335549,-0.103523,,0.124899297,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
174,,-0.7052823,-0.007596254,-2.788514,-0.720997,-0.007596254,-2.779072,-0.7014335,-0.008658409,-2.76838,SmallOverlap(Clone) (UnityEngine.GameObject),0.0447177,-0.007596254,0.061486,0.029003,-0.007596254,0.070928,0.0485665,-0.008658409,0.08162,,0.146468626,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
175,,-0.8046402,-0.03015381,-2.930553,-0.7903925,-0.03015381,-2.94209,-0.7990842,-0.02182651,-2.908904,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0546402,-0.03015381,-0.080553,-0.0403925,-0.03015381,-0.09209,-0.0490842,-0.02182651,-0.058904,,0.168078229,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
176,,-0.5873597,-0.01703721,-2.811165,-0.5816944,-0.01703721,-2.828601,-0.6029501,-0.0114224,-2.784335,SmallOverlap(Clone) (UnityEngine.GameObject),0.1626403,-0.01703721,0.038835,0.1683056,-0.01703721,0.021399,0.1470499,-0.0114224,0.065665,,0.135948508,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
177,,-0.6283948,-0.01703721,-2.908343,-0.6346653,-0.01703721,-2.92557,-0.6310652,-0.01644087,-2.870495,SmallOverlap(Clone) (UnityEngine.GameObject),0.1216052,-0.01703721,-0.058343,0.1153347,-0.01703721,-0.07557,0.1189348,-0.01644087,-0.020495,,0.143185411,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
178,,-0.8087507,-0.01703721,-2.979461,-0.7924156,-0.01703721,-2.987784,-0.8029192,-0.02367163,-2.946359,SmallOverlap(Clone) (UnityEngine.GameObject),-0.0587507,-0.01703721,-0.129461,-0.0424156,-0.01703721,-0.137784,-0.0529192,-0.02367163,-0.096359,,0.135787156,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
179,,-0.6953092,-0.03015381,-2.981581,-0.6786935,-0.03015381,-2.973833,-0.6990458,-0.02125144,-2.956661,SmallOverlap(Clone) (UnityEngine.GameObject),0.0546908,-0.03015381,-0.131581,0.0713065,-0.03015381,-0.123833,0.0509542,-0.02125144,-0.106661,,0.145649907,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
180,,,,,,,,,,,,,,,,,,,,,,0.178592365,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LargeOverlap(Clone) (UnityEngine.GameObject),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SmallOverlap(Clone) (UnityEngine.GameObject),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MediumOverlap(Clone) (UnityEngine.GameObject),
