Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,,Overlap Type,,,,,,Targetx,Targety,Targetz,Penaltyx,Penltyy,Penaltyz,Collisionx,Collisiony,Collisionz,,TargetRadius
5,,-0.74105,-0.01703721,-2.680222,-0.7560294,-0.01703721,-2.679436,-0.7322723,-0.02547646,-2.685149,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.00895,-0.01703721,0.169778,-0.0060294,-0.01703721,0.170564,0.0177277,-0.02547646,0.164851,,0.170865264
3,,-0.6619233,-0.01703721,-2.997437,-0.6490659,-0.01703721,-2.989712,-0.6743792,0.004981518,-2.976768,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0880767,-0.01703721,-0.147437,0.1009341,-0.01703721,-0.139712,0.0756208,0.004981518,-0.126768,,0.17258459
47,,-0.9159303,-0.01703721,-2.895387,-0.9123015,-0.01703721,-2.909942,-0.9003391,-0.02234697,-2.881761,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1659303,-0.01703721,-0.045387,-0.1623015,-0.01703721,-0.059942,-0.1503391,-0.02234697,-0.031761,,0.172867321
7,,-0.6134253,-0.03015381,-2.748223,-0.6224525,-0.03015381,-2.736244,-0.5870311,-0.005536079,-2.746475,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1365747,-0.03015381,0.101777,0.1275475,-0.03015381,0.113756,0.1629689,-0.005536079,0.103525,,0.172975312
10,,-0.8222719,-0.01703721,-3.006346,-0.8358666,-0.01703721,-3.000007,-0.8204899,-0.026824,-3.003415,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.0722719,-0.01703721,-0.156346,-0.0858666,-0.01703721,-0.150007,-0.0704899,-0.026824,-0.153415,,0.17308254
43,,-0.5810953,-0.03015381,-2.826992,-0.5834419,-0.03015381,-2.812177,-0.5734665,0.004431725,-2.826069,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1689047,-0.03015381,0.023008,0.1665581,-0.03015381,0.037823,0.1765335,0.004431725,0.023931,,0.173110999
42,,-0.5792243,-0.03015381,-2.844725,-0.5784392,-0.03015381,-2.859704,-0.5720053,-0.005476952,-2.817229,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1707757,-0.03015381,0.005275,0.1715608,-0.03015381,-0.009704,0.1779947,-0.005476952,0.032771,,0.173497601
132,,-0.5802646,-0.03015381,-2.881089,-0.5820926,-0.03015381,-2.895977,-0.5873642,-0.02587819,-2.856363,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1697354,-0.03015381,-0.031089,0.1679074,-0.03015381,-0.045977,0.1626358,-0.02587819,-0.006363,,0.175173868
157,,-0.5799267,-0.03015381,-2.879936,-0.5814946,-0.03015381,-2.894854,-0.6100824,0.008285999,-2.858445,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1700733,-0.03015381,-0.029936,0.1685054,-0.03015381,-0.044854,0.1399176,0.008285999,-0.008445,,0.175300724
66,,-0.7262,-0.007596254,-3.024721,-0.741054,-0.007596254,-3.026809,-0.7212362,-0.003979921,-3.003488,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0238,-0.007596254,-0.174721,0.008946,-0.007596254,-0.176809,0.0287638,-0.003979921,-0.153488,,0.176498076
116,,-0.9116932,-0.03015381,-2.914704,-0.9165767,-0.03015381,-2.900522,-0.918118,-0.04361582,-2.896217,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1616932,-0.03015381,-0.064704,-0.1665767,-0.03015381,-0.050522,-0.168118,-0.04361582,-0.046217,,0.176749967
160,,-0.6355719,-0.007596254,-2.989355,-0.6244248,-0.007596254,-2.979318,-0.6471071,0.002655983,-2.955903,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1144281,-0.007596254,-0.139355,0.1255752,-0.007596254,-0.129318,0.1028929,0.002655983,-0.105903,,0.180475231
137,,-0.8505172,-0.01703721,-2.998951,-0.8626525,-0.01703721,-2.990135,-0.8482724,-0.02609921,-2.97476,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,-0.1005172,-0.01703721,-0.148951,-0.1126525,-0.01703721,-0.140135,-0.0982724,-0.02609921,-0.12476,,0.180500345
131,,-0.6423799,-0.03015381,-2.993066,-0.6540371,-0.03015381,-3.002505,-0.6376805,-0.03760791,-2.975006,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.1076201,-0.03015381,-0.143066,0.0959629,-0.03015381,-0.152505,0.1123195,-0.03760791,-0.125006,,0.181546739
145,,-0.6971549,-0.03015381,-3.023834,-0.7114208,-0.03015381,-3.028469,-0.6943821,-0.03531981,-2.989362,,LargeOverlap(Clone) (UnityEngine.GameObject),,,,,,0.0528451,-0.03015381,-0.173834,0.0385792,-0.03015381,-0.178469,0.0556179,-0.03531981,-0.139362,,0.184174147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
