Trial Number,,Target Position X,Target Position Y,Target Position Z,Penalty Position X,Penalty Position Y,Penalty Position Z,Collision Position X,Collision Position Y,Collision Position Z,Start Time,Overlap Type,Polar Angle,Elevation Angle,,,,,,,,,,,,
75,,-0.6019009,-0.007596254,-2.941898,-0.6094009,-0.007596254,-2.954888,-0.4893149,0.0698626,-2.948915,17:05:53,LargeOverlap(Clone) (UnityEngine.GameObject),5.759586,1.396263,,0.1480991,-0.007596254,-0.091898,0.1405991,-0.007596254,-0.104888,0.2606851,0.0698626,-0.098915,,0.174459992
121,,-0.5799267,-0.03015381,-2.877655,-0.5818431,-0.03015381,-2.895887,-0.5888216,-0.005811691,-2.876012,17:08:31,SmallOverlap(Clone) (UnityEngine.GameObject),6.178465,1.22173,,0.1700733,-0.03015381,-0.027655,0.1681569,-0.03015381,-0.045887,0.1611784,-0.005811691,-0.026012,,0.174925638
46,,-0.6971549,-0.007596254,-3.01677,-0.714591,-0.007596254,-3.022435,-0.4270771,-0.3032165,-3.359829,17:04:06,SmallOverlap(Clone) (UnityEngine.GameObject),5.026548,1.396263,,0.0528451,-0.007596254,-0.16677,0.035409,-0.007596254,-0.172435,0.3229229,-0.3032165,-0.509829,,0.175107226
45,,-0.6004312,-0.03015381,-2.936925,-0.6093194,-0.03015381,-2.95296,-0.6043165,-0.03023124,-2.928158,17:04:02,SmallOverlap(Clone) (UnityEngine.GameObject),5.77704,1.22173,,0.1495688,-0.03015381,-0.086925,0.1406806,-0.03015381,-0.10296,0.1456835,-0.03023124,-0.078158,,0.175601919
53,,-0.8056754,-0.007596254,-3.016369,-0.7914926,-0.007596254,-3.021253,-0.8339202,0.1126194,-2.970452,17:04:33,LargeOverlap(Clone) (UnityEngine.GameObject),4.380776,1.396263,,-0.0556754,-0.007596254,-0.166369,-0.0414926,-0.007596254,-0.171253,-0.0839202,0.1126194,-0.120452,,0.1756021
65,,-0.6777281,-0.007596254,-3.010674,-0.6611124,-0.007596254,-3.002926,-0.6705554,0.1470928,-3.049567,17:05:20,SmallOverlap(Clone) (UnityEngine.GameObject),5.148721,1.396263,,0.0722719,-0.007596254,-0.160674,0.0888876,-0.007596254,-0.152926,0.0794446,0.1470928,-0.199567,,0.176343599
134,,-0.6004312,-0.007596254,-2.943631,-0.6077033,-0.007596254,-2.95675,-0.5978173,-0.005077124,-2.923947,17:09:15,LargeOverlap(Clone) (UnityEngine.GameObject),5.77704,1.396263,,0.1495688,-0.007596254,-0.093631,0.1422967,-0.007596254,-0.10675,0.1521827,-0.005077124,-0.073947,,0.176621893
178,,-0.9178681,-0.03015381,-2.89658,-0.914688,-0.03015381,-2.912941,-0.9087505,-0.01391172,-2.884703,17:11:45,MediumOverlap(Clone) (UnityEngine.GameObject),3.333579,1.22173,,-0.1678681,-0.03015381,-0.04658,-0.164688,-0.03015381,-0.062941,-0.1587505,-0.01391172,-0.034703,,0.176801153
51,,-0.6312064,-0.03015381,-2.977535,-0.6431954,-0.03015381,-2.989113,-0.6345112,-0.02097917,-2.96067,17:04:26,MediumOverlap(Clone) (UnityEngine.GameObject),5.480334,1.22173,,0.1187936,-0.03015381,-0.127535,0.1068046,-0.03015381,-0.139113,0.1154888,-0.02097917,-0.11067,,0.176879473
85,,-0.6777281,-0.007596254,-3.012125,-0.6943437,-0.007596254,-3.019872,-0.6715598,-0.01346421,-2.996105,17:06:28,SmallOverlap(Clone) (UnityEngine.GameObject),5.148721,1.396263,,0.0722719,-0.007596254,-0.162125,0.0556563,-0.007596254,-0.169872,0.0784402,-0.01346421,-0.146105,,0.177666672
68,,-0.7380709,-0.01703721,-3.026492,-0.7563596,-0.01703721,-3.027771,-0.7556586,0.108176,-3.039441,17:05:30,SmallOverlap(Clone) (UnityEngine.GameObject),4.782202,1.308997,,0.0119291,-0.01703721,-0.176492,-0.0063596,-0.01703721,-0.177771,-0.0056586,0.108176,-0.189441,,0.177713241
126,,-0.8883501,-0.01703721,-2.960675,-0.8785536,-0.01703721,-2.974159,-0.9288815,0.1017199,-2.892518,17:08:48,MediumOverlap(Clone) (UnityEngine.GameObject),3.769911,1.308997,,-0.1383501,-0.01703721,-0.110675,-0.1285536,-0.01703721,-0.124159,-0.1788815,0.1017199,-0.042518,,0.177988686
104,,-0.6019009,-0.03015381,-2.944056,-0.5935676,-0.03015381,-2.929622,-0.6106724,-0.02259541,-2.925701,17:07:33,MediumOverlap(Clone) (UnityEngine.GameObject),5.759586,1.22173,,0.1480991,-0.03015381,-0.094056,0.1564324,-0.03015381,-0.079622,0.1393276,-0.02259541,-0.075701,,0.178014401
97,,-0.6971549,-0.007596254,-3.020645,-0.6797189,-0.007596254,-3.01498,-0.6609099,0.09718633,-3.041291,17:07:08,SmallOverlap(Clone) (UnityEngine.GameObject),5.026548,1.396263,,0.0528451,-0.007596254,-0.170645,0.0702811,-0.007596254,-0.16498,0.0890901,0.09718633,-0.191291,,0.178801632
174,,-0.6034157,-0.01703721,-2.951738,-0.6128581,-0.01703721,-2.967453,-0.5682611,0.1134608,-2.95386,17:11:32,SmallOverlap(Clone) (UnityEngine.GameObject),5.742133,1.308997,,0.1465843,-0.01703721,-0.101738,0.1371419,-0.01703721,-0.117453,0.1817389,0.1134608,-0.10386,,0.179242417
84,,-0.7678754,-0.03015381,-3.027131,-0.7844508,-0.03015381,-3.025388,-0.7926009,0.1271577,-3.040062,17:06:24,MediumOverlap(Clone) (UnityEngine.GameObject),4.607669,1.22173,,-0.0178754,-0.03015381,-0.177131,-0.0344508,-0.03015381,-0.175388,-0.0426009,0.1271577,-0.190062,,0.180566257
118,,-0.6804439,-0.01703721,-3.015787,-0.6667408,-0.01703721,-3.009686,-0.6641653,0.1090078,-2.987137,17:08:21,LargeOverlap(Clone) (UnityEngine.GameObject),5.131268,1.308997,,0.0695561,-0.01703721,-0.165787,0.0832592,-0.01703721,-0.159686,0.0858347,0.1090078,-0.137137,,0.180592489
115,,-0.7796956,-0.01703721,-3.027751,-0.7632821,-0.01703721,-3.030646,-0.7723334,0.009888411,-3.009861,17:08:10,MediumOverlap(Clone) (UnityEngine.GameObject),4.537856,1.308997,,-0.0296956,-0.01703721,-0.177751,-0.0132821,-0.01703721,-0.180646,-0.0223334,0.009888411,-0.159861,,0.181017991
145,,-0.8112845,-0.007596254,-3.021182,-0.8252882,-0.007596254,-3.015806,-0.8433617,0.1075478,-3.025499,17:09:53,LargeOverlap(Clone) (UnityEngine.GameObject),4.34587,1.396263,,-0.0612845,-0.007596254,-0.171182,-0.0752882,-0.007596254,-0.165806,-0.0933617,0.1075478,-0.175499,,0.181980137
138,,-0.6887155,-0.03015381,-3.020662,-0.6715999,-0.03015381,-3.014092,-0.685935,-0.02245784,-2.992473,17:09:28,SmallOverlap(Clone) (UnityEngine.GameObject),5.078908,1.22173,,0.0612845,-0.03015381,-0.170662,0.0784001,-0.03015381,-0.164092,0.064065,-0.02245784,-0.142473,,0.183822089
176,,-0.6355719,-0.03015381,-2.990892,-0.6244248,-0.03015381,-2.980855,-0.6092815,0.1002045,-2.989819,17:11:39,LargeOverlap(Clone) (UnityEngine.GameObject),5.445427,1.22173,,0.1144281,-0.03015381,-0.140892,0.1255752,-0.03015381,-0.130855,0.1407185,0.1002045,-0.139819,,0.183993473
177,,-0.8552843,-0.03015381,-2.998635,-0.8684179,-0.03015381,-2.988374,-0.8563684,-0.01371455,-2.95714,17:11:42,MediumOverlap(Clone) (UnityEngine.GameObject),4.049164,1.22173,,-0.1052843,-0.03015381,-0.148635,-0.1184179,-0.03015381,-0.138374,-0.1063684,-0.01371455,-0.10714,,0.184625024
,,,,,,,,,,,,,,,,,,,,,,,,,,
